Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),THERMAL ZONE: ROOM1:Zone Air Temperature [C](Hourly),THERMAL ZONE: ROOM2:Zone Air Temperature [C](Hourly) 
 01/09  02:00:00,9.083333333333334,12.405881483282528,12.397832128611386 
 01/09  03:00:00,9.008333333333333,12.10743374027165,12.095424688665432 
 01/09  04:00:00,7.016666666666668,11.298014273615125,11.279365823792647 
 01/09  05:00:00,6.741666666666667,10.6426664114194,10.619841225616954 
 01/09  06:00:00,6.908333333333334,10.271418549783936,10.246199710135285 
 01/09  07:00:00,6.3500000000000005,10.18653504171876,10.155896983928981 
 01/09  08:00:00,6.1000000000000005,9.950830571647016,10.04467440187843 
 01/09  09:00:00,6.625,10.376604810292285,11.438751407914793 
 01/09  10:00:00,7.116666666666667,11.572166114017483,13.728088519582043 
 01/09  11:00:00,7.666666666666667,13.151903727777125,15.861666921691956 
 01/09  12:00:00,8.0,14.856406502769547,17.457251235175956 
 01/09  13:00:00,8.583333333333334,16.460725336100765,18.587908045102164 
 01/09  14:00:00,9.0,17.785873854035792,19.30949636758142 
 01/09  15:00:00,10.166666666666666,19.03711673376411,19.778256507154687 
 01/09  16:00:00,10.825000000000001,19.26806978920047,19.50734566868996 
 01/09  17:00:00,10.291666666666666,18.17965080710262,18.37880277234792 
 01/09  18:00:00,10.0,17.113844258683827,17.33317145627449 
 01/09  19:00:00,9.65,16.358638574383722,16.567605027525314 
 01/09  20:00:00,9.108333333333333,15.707092556939882,15.892742351132817 
 01/09  21:00:00,8.549999999999999,15.117122961593635,15.276336837715059 
 01/09  22:00:00,8.008333333333333,14.55195402550094,14.686901770683336 
 01/09  23:00:00,7.158333333333334,13.211911597191706,13.315305792966862 
 01/09  24:00:00,6.700000000000002,12.345654394088408,12.427727914360302 
 01/10  01:00:00,6.700000000000002,11.738203167004933,11.804811361059032 
 01/10  02:00:00,6.700000000000002,11.199525253218217,11.25486267141934 
 01/10  03:00:00,6.3500000000000005,10.646269361446775,10.691990011558767 
 01/10  04:00:00,6.1000000000000005,10.12241051969443,10.16039145421683 
 01/10  05:00:00,6.1000000000000005,9.710416784771331,9.742409657895264 
 01/10  06:00:00,6.1000000000000005,9.330227179084076,9.35708302655659 
 01/10  07:00:00,5.108333333333334,9.262075375206974,9.284699074342754 
 01/10  08:00:00,5.1000000000000005,9.019062206429348,9.163396039098432 
 01/10  09:00:00,6.3,9.564949142555465,10.659822769393372 
 01/10  10:00:00,6.8,10.76306003810503,12.854103555951307 
 01/10  11:00:00,6.9750000000000005,12.167636860208669,14.642629416389726 
 01/10  12:00:00,7.333333333333333,13.637808426907293,15.958820479438591 
 01/10  13:00:00,8.025,15.088422966209732,17.003292876641083 
 01/10  14:00:00,8.341666666666669,16.52907107824601,17.898850526265935 
 01/10  15:00:00,9.116666666666667,18.121165497145807,18.678336965209457 
 01/10  16:00:00,9.875,19.335674560068544,19.05500406582472 
 01/10  17:00:00,9.358333333333334,18.666756936955313,18.22898910964184 
 01/10  18:00:00,8.549999999999999,17.190452486220373,16.981262533437963 
 01/10  19:00:00,8.008333333333333,15.34227453059958,15.241354611445976 
 01/10  20:00:00,7.45,14.217506763314475,14.1599409635542 
